pair_id	chain_ptm_a	chain_ptm_b	min_pae_ab	ptm	iptm
pos_o35607_q9eqh2	0.37	0.89	3.03	0.54	0.68
pos_q91y47_q8k4j6	0.75	0.22	3.32	0.44	0.68
pos_p68369_q9z2v5	0.83	0.66	4.31	0.62	0.68
pos_p21279_p49650	0.6	0.73	2.25	0.68	0.67
pos_p42230_p42232	0.71	0.71	2.65	0.69	0.67
pos_p70207_q62181	0.45	0.76	3.24	0.52	0.67
pos_q9eqc7_o08689	0.65	0.38	2.59	0.52	0.67
pos_q9wuz6_p16382	0.58	0.34	1.64	0.34	0.67
pos_q9jhi8_q61462	0.67	0.59	1.78	0.69	0.67
pos_b2rws6_p70288	0.41	0.75	2.73	0.4	0.67
pos_p70658_p40224	0.77	0.55	1.87	0.76	0.67
pos_q8ve70_q99k99	0.66	0.15	0.96	0.39	0.67
pos_q9jjn1_q61851	0.58	0.44	1.47	0.46	0.67
pos_o55222_q9epc1	0.65	0.46	0.9	0.56	0.67
pos_p60041_o08858	0.21	0.73	1.59	0.62	0.67
pos_p97864_o89110	0.67	0.49	1.65	0.57	0.67
pos_q8k3i6_q00560	0.66	0.52	2.15	0.52	0.67
pos_q61337_p10417	0.19	0.65	0.88	0.47	0.67
pos_q8r1p4_q9cqy1	0.7	0.55	1.65	0.67	0.67
pos_q8r1p4_q9d906	0.67	0.53	4.3	0.57	0.67
pos_o35565_p16092	0.63	0.42	1.38	0.48	0.67
pos_p18572_p57787	0.47	0.72	2.14	0.59	0.67
pos_p36898_o35607	0.64	0.38	1.29	0.5	0.67
pos_q9wu40_p70340	0.3	0.62	1.64	0.43	0.67
pos_q9wu40_p97454	0.3	0.62	1.57	0.42	0.67
pos_p28293_q8cgb6	0.81	0.36	9.03	0.34	0.67
pos_q9cqh0_q923i7	0.28	0.79	2.32	0.74	0.67
pos_o35565_p21803	0.62	0.43	1.31	0.48	0.67
pos_p09528_q5u4h9	0.85	0.26	9.36	0.31	0.67
pos_p12850_p35343	0.54	0.76	2.28	0.75	0.67
pos_p30882_p51675	0.58	0.8	1.65	0.78	0.67
pos_p47809_p53349	0.65	0.33	2.53	0.41	0.67
pos_q3uik4_q8c3p7	0.64	0.48	0.88	0.59	0.67
pos_q61093_p63001	0.76	0.8	3.42	0.7	0.67
pos_q8k4j6_q9qui0	0.23	0.83	3.89	0.28	0.67
pos_q9r1e0_p47811	0.23	0.88	4.14	0.47	0.67
pos_o09110_q99n57	0.72	0.47	2.36	0.54	0.67
pos_p63328_q7ts72	0.75	0.42	1.87	0.44	0.67
pos_q03145_p52793	0.42	0.6	1.56	0.47	0.67
pos_q8r4g9_p49582	0.62	0.66	1.84	0.68	0.67
pos_p05480_e9qae1	0.64	0.2	3.46	0.32	0.67
pos_p40753_p70180	0.24	0.74	1.7	0.66	0.67
pos_a0a140lhz9_g3uyl9	0.26	0.75	2.71	0.39	0.67
pos_q3uh93_q62181	0.46	0.76	4.01	0.53	0.66
pos_q60631_p35235	0.55	0.77	2.6	0.72	0.66
pos_p18762_p63094	0.67	0.59	1.54	0.65	0.66
pos_p28704_p48281	0.44	0.62	1.07	0.56	0.66
pos_o35659_p55095	0.72	0.22	3.08	0.62	0.66
pos_q61614_p22387	0.68	0.2	1.62	0.55	0.66
pos_p30285_p39689	0.82	0.32	1.34	0.68	0.66
pos_q61614_p22387	0.68	0.22	1.61	0.55	0.66
pos_q6s9i2_p00755	0.37	0.82	3.58	0.4	0.66
pos_o54931_p05132	0.23	0.82	4.02	0.38	0.66
pos_q9z1e3_q04207	0.68	0.42	1.32	0.51	0.66
pos_b0lae7_o89090	0.01	0.23	7.83	0.23	0.66
pos_p08920_p18181	0.46	0.65	1.25	0.57	0.66
pos_p17710_o08528	0.74	0.76	3.38	0.71	0.66
pos_p16382_p52633	0.32	0.71	2.01	0.49	0.66
pos_p35343_q9eqi5	0.78	0.51	1.72	0.76	0.66
pos_p35456_p29788	0.73	0.55	2.4	0.49	0.66
pos_q68ed7_p41160	0.13	0.71	3.16	0.28	0.66
pos_q9cpx6_q9d906	0.6	0.63	2.51	0.64	0.66
pos_q9wu40_q62432	0.31	0.61	1.89	0.43	0.66
pos_q8bsu2_q9eq16	0.35	0.72	1.92	0.6	0.66
pos_q99pr8_q5ebg6	0.63	0.5	1.01	0.6	0.66
pos_q9jjn1_o35082	0.51	0.82	3.24	0.74	0.66
pos_p22389_q61614	0.19	0.69	1.56	0.59	0.66
pos_p47811_q9qz67	0.85	0.57	5.16	0.62	0.66
pos_p54310_p05132	0.74	0.83	5.52	0.67	0.66
pos_p70236_p47811	0.77	0.87	2.86	0.73	0.66
pos_q08369_p59941	0.17	0.8	2.7	0.44	0.66
pos_q3taz6_p18181	0.54	0.66	1.1	0.62	0.66
pos_q61411_q99n57	0.76	0.45	5.36	0.39	0.66
pos_q8k1g2_q99k82	0.58	0.8	4.2	0.6	0.66
pos_q9d906_q91vr7	0.61	0.77	4.92	0.61	0.66
pos_b2rws6_o09106	0.42	0.76	3.03	0.4	0.66
pos_p97333_q8bh34	0.54	0.74	2.4	0.63	0.66
pos_q62120_o35718	0.71	0.55	2.87	0.64	0.66
pos_q61606_p63094	0.72	0.61	1.76	0.68	0.66
pos_a0a0u1rpk5_q8bxn7	0.79	0.74	2.94	0.72	0.66
pos_q9r014_q62288	0.85	0.33	3.85	0.55	0.66
pos_p29754_q6r0h7	0.77	0.34	2.9	0.45	0.66
pos_a0a0g2jg53_q71fd5	0.02	0.33	3.28	0.36	0.66
pos_p05017_p47876	0.39	0.6	0.93	0.58	0.65
pos_q8cjg0_q9cpn8	0.83	0.34	6.06	0.64	0.65
pos_o35671_q6s5j6	0.62	0.59	2.33	0.53	0.65
pos_o35671_q6s5j6	0.62	0.58	2.39	0.5	0.65
pos_p35700_q61171	0.8	0.79	3.85	0.73	0.65
pos_q02248_p27782	0.66	0.23	1.02	0.53	0.65
pos_q5drq8_p35700	0.57	0.82	4.24	0.59	0.65
pos_q61171_p35700	0.8	0.8	3.53	0.74	0.65
pos_p23242_q91yd1	0.56	0.65	2.1	0.62	0.65
pos_p30557_q6dr98	0.74	0.24	2.23	0.44	0.65
pos_p47876_p05017	0.6	0.39	0.93	0.58	0.65
pos_p70380_q9est8	0.73	0.46	4.8	0.5	0.65
pos_o35598_p62080	0.61	0.73	4.71	0.61	0.65
pos_q9cwr2_q9epk5	0.91	0.17	4.8	0.57	0.65
pos_p17515_o88410	0.54	0.77	1.88	0.75	0.65
pos_p22387_q61614	0.23	0.68	1.67	0.55	0.65
pos_p60882_q9d074	0.47	0.52	2.67	0.44	0.65
pos_q62386_q60943	0.55	0.38	2.08	0.43	0.65
pos_p37238_p28700	0.54	0.61	1.1	0.61	0.65
pos_p54071_q8r104	0.79	0.76	2.19	0.54	0.65
pos_q61481_q64338	0.69	0.58	2.44	0.63	0.65
pos_q9d752_q9qzs3	0.83	0.32	6.82	0.33	0.65
pos_o54901_q9es57	0.63	0.57	1.07	0.63	0.65
pos_q08857_p39688	0.85	0.69	5.99	0.66	0.65
pos_q52ke7_q9cv76	0.52	0.83	4.74	0.56	0.65
pos_q9qun7_q9epw9	0.66	0.66	1.94	0.67	0.65
pos_q9wv56_q9wv56	0.63	0.63	1.32	0.63	0.65
pos_p22389_p48302	0.18	0.68	1.56	0.57	0.65
pos_p70658_p17742	0.74	0.88	3.02	0.68	0.65
pos_q60795_o35253	0.21	0.68	1.93	0.41	0.65
pos_q8bfp9_p48025	0.77	0.69	5.82	0.51	0.65
pos_q8k3i6_p20826	0.68	0.5	2.12	0.59	0.65
pos_q8vcf0_q9cqf3	0.26	0.83	3.96	0.35	0.65
pos_p28700_p48281	0.49	0.62	1.06	0.58	0.65
pos_p48302_p22387	0.68	0.23	1.54	0.55	0.65
pos_q62386_q60943	0.37	0.54	2.42	0.43	0.65
pos_q6ns57_q02844	0.54	0.8	4.76	0.5	0.65
pos_q02248_p27782	0.67	0.23	1.2	0.54	0.65
pos_o35671_q6s5j6	0.62	0.57	2.24	0.49	0.65
pos_o70176_p70205	0.21	0.65	1.88	0.58	0.64
pos_p09535_q07079	0.35	0.59	0.87	0.55	0.64
pos_p23204_p28700	0.58	0.6	1.04	0.63	0.64
pos_p70207_o54951	0.46	0.62	2.04	0.53	0.64
pos_q03366_p51683	0.54	0.75	2.07	0.73	0.64
pos_q8k4f0_p32507	0.63	0.53	1.28	0.58	0.64
pos_q9z0l2_o35118	0.43	0.72	3.03	0.63	0.64
pos_p22361_q9eq00	0.31	0.82	4.68	0.33	0.64
pos_p35396_p28704	0.62	0.53	1.23	0.61	0.64
pos_q91uz4_q68ed7	0.87	0.15	3.38	0.38	0.64
pos_p27600_q9erk9	0.55	0.79	2.86	0.65	0.64
pos_p48298_p51678	0.57	0.81	1.8	0.77	0.64
pos_q9r1e0_q8r104	0.22	0.77	3.51	0.39	0.64
pos_o88643_q9eqt3	0.54	0.65	1.85	0.45	0.64
pos_p05017_q07079	0.38	0.59	0.88	0.57	0.64
pos_q9wv60_p05132	0.8	0.89	5.33	0.51	0.64
pos_o35375_o88632	0.55	0.73	2.53	0.62	0.64
pos_q9wud1_q91w82	0.54	0.69	2.04	0.53	0.64
pos_p21274_p97466	0.48	0.68	3.5	0.46	0.64
pos_p36895_o35607	0.61	0.39	1.31	0.5	0.64
pos_p56450_p01193	0.78	0.17	2.55	0.54	0.64
pos_q60778_q04207	0.64	0.43	1.1	0.5	0.64
pos_q60795_q8bx10	0.25	0.75	3.96	0.37	0.64
pos_p42225_p42228	0.7	0.74	3.02	0.7	0.64
pos_p54763_p47713	0.36	0.81	5.32	0.56	0.64
pos_q8cfn5_q9dag9	0.24	0.63	1.84	0.39	0.64
pos_q99ja0_q60755	0.3	0.65	1.68	0.63	0.64
pos_q9epq1_q9qun7	0.64	0.66	2	0.67	0.64
pos_q9wvg6_p47811	0.54	0.86	4.86	0.48	0.64
pos_p04202_p17125	0.65	0.62	2.42	0.67	0.64
pos_q8bmb3_p97481	0.66	0.43	3.42	0.38	0.64
pos_q9d2y4_q9qzl0	0.66	0.61	1.56	0.65	0.64
pos_q9z2x8_q60795	0.68	0.21	2.26	0.47	0.64
pos_d3yvf0_p48455	0.36	0.74	2.85	0.42	0.64
pos_q91yd9_p62962	0.38	0.9	3.97	0.37	0.64
pos_q6ns57_p47811	0.54	0.83	4.44	0.5	0.64
pos_q01705_o08674	0.28	0.7	3.51	0.35	0.64
pos_o35516_o08674	0.28	0.7	3.31	0.35	0.64
pos_p55292_q02257	0.37	0.67	2.99	0.44	0.64
pos_p43406_p09055	0.63	0.56	1.46	0.64	0.64
pos_g3uyl9_q3tbl6	0.74	0.7	2.97	0.72	0.64
pos_p07903_q9qzd4	0.51	0.72	1.79	0.7	0.63
pos_p23242_p28235	0.56	0.63	2.12	0.61	0.63
pos_q61188_b0lae7	0.68	0.01	6.17	0.68	0.63
pos_q80ug2_o54951	0.46	0.61	2.05	0.53	0.63
pos_q9cqe6_b2rws6	0.69	0.42	8.51	0.41	0.63
pos_p11416_p28704	0.61	0.44	1.2	0.55	0.63
pos_q91yi4_q9erz4	0.73	0.59	2.69	0.62	0.63
pos_q61618_p63094	0.79	0.59	3.01	0.68	0.63
pos_q8c0j2_q80w47	0.49	0.65	2.26	0.43	0.63
pos_q7m6y3_p00755	0.49	0.83	3.02	0.42	0.63
pos_q8bxk4_q4jk59	0.67	0.36	5.42	0.42	0.63
pos_q9czg9_q14b46	0.62	0.55	4.25	0.5	0.63
pos_o08543_q03137	0.58	0.45	1.76	0.49	0.63
pos_p31938_q63844	0.8	0.83	3.4	0.72	0.63
pos_o54833_p70288	0.89	0.74	7.21	0.49	0.63
pos_p35396_p37238	0.63	0.54	1.71	0.6	0.63
pos_p47811_q9jm73	0.87	0.27	4.71	0.53	0.63
pos_o09110_p47811	0.73	0.87	2.98	0.73	0.63
pos_o88895_p14142	0.81	0.76	6.25	0.53	0.63
pos_p18893_q61727	0.64	0.4	4.51	0.47	0.63
pos_p21279_p52592	0.6	0.76	3.88	0.65	0.63
pos_o35622_q03142	0.55	0.41	1.76	0.43	0.63
pos_p15409_p62746	0.83	0.77	3.85	0.77	0.63
pos_p48756_q0p543	0.25	0.69	1.93	0.61	0.63
pos_q60641_p48281	0.47	0.61	1.26	0.57	0.63
pos_q9jjn1_q03142	0.56	0.42	1.63	0.45	0.63
pos_p31938_p63085	0.79	0.87	4.66	0.7	0.63
pos_q61288_q9jiw5	0.61	0.64	2.72	0.61	0.63
pos_q61337_p11440	0.19	0.87	3.41	0.63	0.63
pos_q9wv71_p35569	0.85	0.27	6.18	0.37	0.63
pos_o88572_p28047	0.5	0.73	3.66	0.51	0.63
pos_p35991_q8cih5	0.51	0.76	2.49	0.64	0.63
pos_q9z0f8_q80wq6	0.62	0.57	1.84	0.61	0.63
pos_o08759_p54726	0.71	0.26	3.56	0.61	0.63
pos_p97305_p61957	0.3	0.7	4.53	0.32	0.63
pos_q02248_q8c4u3	0.64	0.65	2.64	0.59	0.63
pos_q9est8_o35718	0.43	0.63	2.79	0.37	0.63
pos_b2rws6_p23204	0.39	0.59	3.05	0.38	0.63
pos_q99mk8_q9z1e3	0.82	0.66	4.45	0.66	0.63
pos_o88566_q02248	0.24	0.65	1.51	0.45	0.63
pos_p35700_q61171	0.79	0.78	3.06	0.72	0.63
pos_e9qnl4_q04207	0.75	0.41	2.2	0.56	0.63
pos_b2rws6_a0a0r4j008	0.42	0.75	3.81	0.4	0.63
pos_p10148_p51682	0.43	0.78	1.83	0.7	0.62
pos_p54763_b0lae7	0.41	0.01	7.79	0.41	0.62
pos_p70207_o35464	0.47	0.58	1.75	0.54	0.62
pos_q08369_q8r104	0.16	0.78	3.32	0.42	0.62
pos_p11798_p39655	0.58	0.92	6.44	0.73	0.62
pos_p19157_p97376	0.94	0.58	3.35	0.49	0.62
pos_q01341_p63094	0.65	0.56	2.51	0.61	0.62
pos_p17515_p17515	0.58	0.58	0.99	0.63	0.62
pos_o70460_q9wut7	0.56	0.73	1.77	0.7	0.62
pos_p60041_p30935	0.18	0.68	1.61	0.59	0.62
pos_q8bnj3_o55234	0.69	0.68	2.49	0.68	0.62
pos_o35253_a2a5z6	0.62	0.42	2.81	0.42	0.62
pos_q62386_q7tni7	0.56	0.56	0.9	0.62	0.62
pos_p11416_p28700	0.61	0.49	1.27	0.57	0.62
pos_p37172_o35607	0.6	0.37	1.47	0.47	0.62
pos_p56473_p56450	0.29	0.75	1.88	0.67	0.62
pos_p04202_p27090	0.62	0.61	1.85	0.65	0.62
pos_p16858_p02340	0.92	0.52	6.87	0.51	0.62
pos_p47741_p43488	0.5	0.63	1.75	0.56	0.62
pos_o35188_q9z0d9	0.25	0.76	2.07	0.53	0.62
pos_o54834_p63001	0.43	0.82	4.27	0.47	0.62
pos_p06537_p42230	0.36	0.7	2.36	0.47	0.62
pos_p21275_p97466	0.48	0.68	4.04	0.45	0.62
pos_p28574_p03966	0.51	0.26	0.91	0.37	0.62
pos_q61288_o35607	0.61	0.38	1.47	0.47	0.62
pos_q8bun5_p97471	0.6	0.48	1.93	0.55	0.62
pos_p42225_p42227	0.76	0.71	3.09	0.65	0.62
pos_q8veb1_q9z2v6	0.79	0.42	4.14	0.45	0.62
pos_p06537_o35344	0.36	0.76	3.53	0.42	0.62
pos_o35718_p10923	0.74	0.13	2.75	0.43	0.62
pos_q80tl1_p63094	0.64	0.57	2.57	0.65	0.62
pos_o35625_q02248	0.24	0.65	1.59	0.46	0.62
pos_q02248_p09803	0.65	0.37	3.62	0.45	0.62
pos_p97305_a0a1y7vp24	0.29	0.74	5.03	0.3	0.62
pos_f8vq52_q6r0h7	0.68	0.33	1.99	0.53	0.62
pos_q9jjn1_e9qnj9	0.56	0.45	2.1	0.45	0.62
pos_e9q5k8_p09055	0.61	0.54	1.69	0.62	0.62
pos_b0lae7_q61037	0.01	0.64	10.1	0.63	0.61
pos_b0lae7_q8r4b8	0.01	0.57	9.99	0.57	0.61
pos_o35595_q62226	0.73	0.48	2.24	0.69	0.61
pos_o35903_q9wut7	0.49	0.74	1.76	0.68	0.61
pos_p10107_o88536	0.84	0.74	3.19	0.55	0.61
pos_p11688_p09055	0.6	0.56	1.57	0.62	0.61
pos_p26262_o08677	0.64	0.26	2.13	0.44	0.61
pos_p55284_q02248	0.33	0.65	2.6	0.48	0.61
pos_q03366_p51675	0.53	0.79	2.12	0.76	0.61
pos_q60613_p05132	0.64	0.84	4.9	0.53	0.61
pos_q61093_o70145	0.73	0.4	3.67	0.55	0.61
pos_q62386_q8k4c2	0.57	0.5	2.65	0.53	0.61
pos_q7tpr4_q9ji91	0.54	0.55	1.46	0.61	0.61
pos_q8cjg0_p35922	0.85	0.36	5.83	0.59	0.61
pos_q99mq3_q9cqn1	0.69	0.62	2.87	0.64	0.61
pos_q9wvl7_q810w6	0.52	0.75	2.13	0.69	0.61
pos_p34971_p63094	0.63	0.58	1.45	0.63	0.61
pos_q08857_q99lh2	0.84	0.66	2.41	0.67	0.61
pos_q9z1b7_o54992	0.81	0.59	6.19	0.49	0.61
pos_p01108_p28574	0.25	0.51	0.91	0.36	0.61
pos_p22777_b2ruq2	0.82	0.2	6.45	0.31	0.61
pos_p29754_q9eqp6	0.75	0.74	3.99	0.69	0.61
pos_p63094_q9cpv9	0.58	0.76	2.78	0.65	0.61
pos_p63094_q9cpv9	0.58	0.76	2.76	0.65	0.61
pos_q8vi38_q9dc04	0.78	0.27	6.19	0.4	0.61
pos_q9wv08_p0dmc4	0.74	0.29	1.61	0.71	0.61
pos_p10889_p50228	0.56	0.48	1.24	0.56	0.61
pos_p49764_p97946	0.53	0.33	1.37	0.43	0.61
pos_p97303_o35284	0.24	0.42	1.31	0.28	0.61
pos_q63943_q8bkj9	0.23	0.72	3.31	0.41	0.61
pos_q9dcn2_p60324	0.84	0.35	2.78	0.62	0.61
pos_q01063_q9wvc6	0.49	0.66	2.46	0.37	0.61
pos_q80ta9_q91vr7	0.51	0.7	6.9	0.5	0.61
pos_o54949_q924a0	0.7	0.22	2.77	0.47	0.61
pos_p42082_p09793	0.62	0.52	1.15	0.6	0.61
pos_q62386_q8vhh8	0.53	0.57	1.27	0.6	0.61
pos_p19221_p15306	0.66	0.41	2.73	0.49	0.61
pos_p21279_q9z0u9	0.61	0.71	3.13	0.65	0.61
pos_p35455_q8cit0	0.56	0.23	1.16	0.43	0.61
pos_p47809_q9wtu6	0.7	0.76	3.46	0.69	0.61
pos_p49698_q9wuu6	0.53	0.58	1.17	0.59	0.61
pos_q80w65_p22777	0.81	0.81	5.01	0.74	0.61
pos_q8vim5_p42227	0.17	0.7	2.44	0.46	0.61
pos_o35457_q9dd06	0.71	0.67	2.86	0.59	0.61
pos_p28574_p01108	0.5	0.26	0.92	0.37	0.61
pos_p42225_p52633	0.73	0.7	1.61	0.63	0.61
pos_q8ce90_q91y86	0.56	0.8	4.56	0.57	0.61
pos_p05017_p47877	0.39	0.57	0.97	0.57	0.61
pos_p06804_p25119	0.6	0.38	1.32	0.49	0.61
pos_p08505_q00560	0.69	0.56	4.34	0.54	0.61
pos_p21274_q08369	0.71	0.17	3.88	0.44	0.61
pos_q8bun5_q64729	0.62	0.64	3.03	0.62	0.61
pos_q91ye3_q61221	0.58	0.43	1.11	0.36	0.61
pos_q3tch7_q3u1j4	0.62	0.82	1.56	0.63	0.61
pos_q80w65_p98156	0.78	0.63	3.34	0.63	0.61
pos_p23204_p28704	0.59	0.54	1.08	0.6	0.61
pos_p51450_q9wvc6	0.49	0.65	2.13	0.46	0.61
pos_q60750_o08543	0.42	0.56	1.73	0.47	0.61
pos_q9wv71_q9est8	0.81	0.45	5.35	0.55	0.61
pos_p39655_q5hzj0	0.88	0.64	5.45	0.65	0.61
pos_q02248_p15116	0.65	0.37	3.96	0.45	0.61
pos_q02248_p55292	0.65	0.43	2.29	0.57	0.61
pos_p62509_q8vhj7	0.61	0.2	3.01	0.33	0.61
pos_q9est8_p42227	0.47	0.69	2.07	0.53	0.61
pos_o70343_p63058	0.21	0.61	2.21	0.34	0.61
pos_p12850_p50228	0.57	0.48	2.08	0.56	0.6
pos_p28235_q8bqu6	0.61	0.48	2.23	0.55	0.6
pos_q60590_p07361	0.75	0.73	3.04	0.69	0.6
pos_q80ug2_o35464	0.47	0.56	1.72	0.54	0.6
pos_q80ug2_q8bh34	0.45	0.73	6	0.51	0.6
pos_p70658_p40223	0.73	0.42	4.3	0.49	0.6
pos_p42082_p31041	0.62	0.51	1.15	0.6	0.6
pos_p97305_a0a1y7vp24	0.29	0.74	5.65	0.3	0.6
pos_q9qz73_p61082	0.72	0.78	3.62	0.51	0.6
pos_p11032_q9z202	0.83	0.48	3.99	0.64	0.6
pos_q8bfp9_q923e4	0.77	0.45	6.02	0.41	0.6
pos_p11032_p33434	0.8	0.8	6.53	0.73	0.6
pos_q61271_p27040	0.61	0.55	1.64	0.6	0.6
pos_q9jlv1_p63017	0.21	0.6	1.36	0.45	0.6
pos_p35456_p22777	0.73	0.82	5.71	0.71	0.6
pos_p50228_p35343	0.43	0.77	2.37	0.72	0.6
pos_p51943_p47811	0.62	0.85	4.39	0.5	0.6
pos_q570y9_q9jln9	0.41	0.7	2.49	0.67	0.6
pos_q9cs84_q61200	0.56	0.49	1.82	0.55	0.6
pos_o35714_q7ts55	0.47	0.66	1.99	0.54	0.6
pos_p18760_q76i79	0.81	0.31	8.08	0.34	0.6
pos_p60324_o70456	0.32	0.86	3.67	0.57	0.6
pos_q60793_q8bun5	0.19	0.62	2.08	0.42	0.6
pos_q60846_p32972	0.28	0.57	1.18	0.4	0.6
pos_q9wvs0_q9jhj8	0.52	0.61	1.04	0.61	0.6
pos_o09110_q62073	0.71	0.53	2.07	0.56	0.6
pos_p07901_q60864	0.67	0.46	4.27	0.58	0.6
pos_p10810_q61805	0.76	0.74	3.26	0.66	0.6
pos_p18893_q61190	0.65	0.53	3.57	0.56	0.6
pos_p30558_p21279	0.66	0.6	2.56	0.64	0.6
pos_p70236_q62073	0.74	0.5	2.13	0.54	0.6
pos_p97297_p05132	0.16	0.91	3.41	0.68	0.6
pos_q60925_p48281	0.29	0.64	1.84	0.44	0.6
pos_q62432_q64729	0.61	0.65	2.31	0.62	0.6
pos_q91ye3_p97481	0.56	0.42	1.13	0.35	0.6
pos_q9qur7_p97454	0.84	0.56	7.55	0.45	0.6
pos_q9r0r4_q9wv08	0.24	0.71	2.15	0.66	0.6
pos_o35664_p52332	0.39	0.79	2.33	0.64	0.6
pos_p26955_p01587	0.43	0.7	4.97	0.44	0.6
pos_q60644_p28704	0.57	0.45	0.98	0.54	0.6
pos_q91yi4_q9erz3	0.71	0.52	4.5	0.57	0.6
pos_o70176_p70205	0.61	0.21	1.62	0.55	0.6
pos_q9r0n0_q62312	0.89	0.55	8.18	0.53	0.6
pos_q5eg47_q5dtt1	0.67	0.19	2.54	0.37	0.6
pos_p0c605_q61409	0.7	0.41	4.83	0.4	0.6
pos_p42227_q9est8	0.69	0.45	2.35	0.49	0.6
pos_q8bpt6_q923q2	0.69	0.56	8.36	0.51	0.6
pos_p51943_q14ax6	0.6	0.34	2.04	0.41	0.59
pos_p58801_p40338	0.56	0.73	5.09	0.48	0.59
pos_q0vbd0_p04202	0.49	0.67	2.54	0.54	0.59
pos_q61739_p09055	0.58	0.55	1.81	0.6	0.59
pos_q9d906_q9cqv6	0.62	0.74	5.53	0.61	0.59
pos_p16675_q9jmh3	0.89	0.91	8.02	0.75	0.59
pos_p63094_q8blg2	0.58	0.71	2.77	0.64	0.59
pos_q9cq19_q6pdn3	0.44	0.31	7.53	0.33	0.59
pos_p60041_p30873	0.19	0.7	2.2	0.61	0.59
pos_p70180_p61364	0.74	0.22	2.3	0.65	0.59
pos_q8r526_a2a259	0.43	0.59	2.98	0.49	0.59
pos_p36895_p97454	0.6	0.61	2.59	0.58	0.59
pos_a2ah22_q99mq3	0.38	0.7	3.55	0.48	0.59
pos_p23359_p97466	0.45	0.68	4.42	0.43	0.59
pos_q8r526_o35245	0.46	0.52	1.71	0.52	0.59
pos_p15655_q62312	0.77	0.56	8.33	0.55	0.59
pos_p23204_p37238	0.6	0.55	1.83	0.59	0.59
pos_p30051_q9epk5	0.56	0.18	1.02	0.42	0.59
pos_p70297_q9cq26	0.33	0.7	2.31	0.45	0.59
pos_q9wuu6_p37238	0.59	0.53	2.06	0.57	0.59
pos_p05017_p47878	0.4	0.55	0.9	0.55	0.59
pos_p05132_q04207	0.87	0.44	3.82	0.45	0.59
pos_p0dmc4_q9wv08	0.28	0.71	2.12	0.68	0.59
pos_p23204_o70343	0.57	0.21	2.21	0.34	0.59
pos_p97785_p35546	0.59	0.49	2.86	0.56	0.59
pos_q03358_p28047	0.29	0.78	3.36	0.52	0.59
pos_q64729_q62312	0.62	0.55	2.07	0.59	0.59
pos_q9qur7_p70340	0.85	0.46	5.7	0.38	0.59
pos_q9wtl8_o08785	0.52	0.41	1.18	0.51	0.59
pos_q9wtl8_p97481	0.5	0.45	1.3	0.53	0.59
pos_q9wvs7_q61084	0.6	0.46	1.49	0.53	0.59
pos_p35951_q80w65	0.54	0.78	3.81	0.57	0.59
pos_p41160_q9jln9	0.65	0.68	6.79	0.68	0.59
pos_q9dc28_p70424	0.65	0.5	5.13	0.44	0.59
pos_p37238_p28704	0.54	0.55	1.12	0.58	0.59
pos_q61288_p27040	0.6	0.56	1.63	0.59	0.59
pos_q8bjq4_q9qvp9	0.57	0.4	5.63	0.43	0.59
pos_q02248_q67fy2	0.68	0.18	1.57	0.41	0.59
pos_q99m31_q9czw5	0.7	0.7	4.31	0.65	0.59
pos_q5eg47_p45481	0.65	0.4	7.19	0.39	0.59
pos_p30557_q5dtt1	0.75	0.18	4.29	0.33	0.59
pos_p63328_p97305	0.76	0.29	4.47	0.38	0.59
pos_q02248_q04887	0.68	0.2	2.71	0.51	0.59
pos_b0lae7_q811u4	0.01	0.7	6.92	0.7	0.58
pos_o35284_p09450	0.45	0.26	1.02	0.36	0.58
pos_o70456_o89090	0.87	0.18	11.8	0.33	0.58
pos_p47811_p22893	0.89	0.2	5	0.57	0.58
pos_q8c7d2_q8k4b2	0.76	0.49	3.7	0.42	0.58
pos_q9r1e0_p37238	0.21	0.57	2.01	0.35	0.58
pos_p13504_p01582	0.54	0.54	1.22	0.58	0.58
pos_p28352_q8blr9	0.83	0.88	4.17	0.62	0.58
pos_q9est8_q60778	0.44	0.63	3.27	0.38	0.58
pos_q9qyj1_p63094	0.71	0.54	4.72	0.56	0.58
pos_q9wv08_q9r0r4	0.71	0.23	1.82	0.64	0.58
pos_p09225_p50284	0.67	0.34	3.65	0.44	0.58
pos_p15656_p16092	0.52	0.45	1.3	0.5	0.58
pos_p31996_p50637	0.53	0.78	5.37	0.57	0.58
pos_p47873_q00560	0.69	0.54	4.4	0.52	0.58
pos_o54908_q8k1s7	0.33	0.64	1.37	0.56	0.58
pos_o88712_q64318	0.71	0.17	7.31	0.34	0.58
pos_q61271_p27038	0.61	0.58	2.06	0.6	0.58
pos_p01582_p13504	0.53	0.54	1.23	0.58	0.58
pos_p25916_q08369	0.58	0.17	1.76	0.37	0.58
pos_p30882_p70658	0.57	0.75	2.81	0.71	0.58
pos_p35454_p97926	0.56	0.7	2.26	0.61	0.58
pos_p36895_p70340	0.6	0.61	2.57	0.57	0.58
pos_p49135_o70422	0.64	0.45	2.56	0.59	0.58
pos_p70677_q9z2d3	0.75	0.74	5.72	0.58	0.58
pos_q00609_p09793	0.58	0.51	1.14	0.58	0.58
pos_q9wv60_q9wvc6	0.8	0.67	3.03	0.48	0.58
pos_p47811_p05622	0.85	0.39	7.19	0.41	0.58
pos_p70365_p37238	0.23	0.57	2.33	0.31	0.58
pos_q9z138_p22725	0.36	0.73	5.51	0.41	0.58
